Gene,Non-unique Gene name,Annotation,GCA_053309155.1,GCA_053309175.1,GCA_053309195.1,GCA_053309215.1,GCA_054952405.1,GCA_054952445.1,GCA_054952645.1,GCA_055485485.1,GCA_055485515.1,GCA_055721525.1,GCA_055721545.1,GCA_055721565.1,GCA_055721585.1,GCA_055721605.1,GCA_055721625.1,GCA_055721645.1,GCA_055721665.1,GCA_055721685.1,GCA_055721705.1,GCA_060056565.1,GCA_060056645.1
glnB,glnB,Nitrogen regulatory protein P-II,PGEOLOLO_03581,MKEIHBDH_04571,AEDCGGIJ_03870,FPEEIIMM_03730,DEGACDFD_03705,MHALECEH_00482,OGHMHICF_04982,JLBILKMH_01307,MCHNEBJF_01307,HOLFJHIJ_00742,ALMEEEHM_00961,BFKKNDMN_01905,BOEGCKIF_00635,AONLONOO_00102,KAONMONA_00153,JBBCKIFO_04364,PCAPKKMB_03815,PJHHOHPP_00645,EGDJDACD_02238,DOCONFGL_02634,PNJFOIHC_03886
yebY,yebY,putative protein YebY,PGEOLOLO_02967,MKEIHBDH_00091,AEDCGGIJ_03124,FPEEIIMM_03131,DEGACDFD_03047,MHALECEH_05785,OGHMHICF_04421,JLBILKMH_01918,MCHNEBJF_01918,HOLFJHIJ_00078,ALMEEEHM_01727,BFKKNDMN_02521,BOEGCKIF_05058,AONLONOO_00762,KAONMONA_04662,JBBCKIFO_04979,PCAPKKMB_03192,PJHHOHPP_05160,EGDJDACD_02805,DOCONFGL_03258,PNJFOIHC_03268
osmE,osmE,Osmotically-inducible putative lipoprotein OsmE,PGEOLOLO_01859,MKEIHBDH_01171,AEDCGGIJ_02048,FPEEIIMM_02097,DEGACDFD_01957,MHALECEH_03911,OGHMHICF_03248,JLBILKMH_03095,MCHNEBJF_03098,HOLFJHIJ_04058,ALMEEEHM_02840,BFKKNDMN_03633,BOEGCKIF_03945,AONLONOO_01813,KAONMONA_03581,JBBCKIFO_01050,PCAPKKMB_02053,PJHHOHPP_04079,EGDJDACD_03934,DOCONFGL_04409,PNJFOIHC_02074
glnK,glnK,Nitrogen regulatory protein GlnK,PGEOLOLO_00989,MKEIHBDH_02125,AEDCGGIJ_01078,FPEEIIMM_01142,DEGACDFD_01044,MHALECEH_02962,OGHMHICF_02395,JLBILKMH_04118,MCHNEBJF_04121,HOLFJHIJ_03109,ALMEEEHM_03711,BFKKNDMN_04498,BOEGCKIF_03070,AONLONOO_02681,KAONMONA_02618,JBBCKIFO_01930,PCAPKKMB_01178,PJHHOHPP_03110,EGDJDACD_04828,DOCONFGL_00108,PNJFOIHC_01172
maoP,maoP,Macrodomain Ori protein,PGEOLOLO_00009,MKEIHBDH_03177,AEDCGGIJ_00009,FPEEIIMM_00098,DEGACDFD_00009,MHALECEH_01946,OGHMHICF_01359,JLBILKMH_05139,MCHNEBJF_05144,HOLFJHIJ_02102,ALMEEEHM_04707,BFKKNDMN_00463,BOEGCKIF_02086,AONLONOO_03671,KAONMONA_01564,JBBCKIFO_02953,PCAPKKMB_00107,PJHHOHPP_02038,EGDJDACD_00828,DOCONFGL_01123,PNJFOIHC_00153
bamE,bamE,Outer membrane protein assembly factor BamE,PGEOLOLO_03707,MKEIHBDH_04510,AEDCGGIJ_03932,FPEEIIMM_03791,DEGACDFD_03767,MHALECEH_00543,OGHMHICF_00029,JLBILKMH_01246,MCHNEBJF_01246,HOLFJHIJ_00803,ALMEEEHM_00899,BFKKNDMN_01778,BOEGCKIF_00764,AONLONOO_04982,KAONMONA_00215,JBBCKIFO_04303,PCAPKKMB_03876,PJHHOHPP_00707,EGDJDACD_02172,DOCONFGL_02573,PNJFOIHC_03947
group_2491,,hypothetical protein,PGEOLOLO_02152,MKEIHBDH_00874,AEDCGGIJ_02337,FPEEIIMM_02370,DEGACDFD_02262,MHALECEH_04264,OGHMHICF_03619,JLBILKMH_02717,MCHNEBJF_02719,HOLFJHIJ_04450,ALMEEEHM_02175,BFKKNDMN_03340,BOEGCKIF_04239,AONLONOO_01521,KAONMONA_03875,JBBCKIFO_00752,PCAPKKMB_02412,PJHHOHPP_04373,EGDJDACD_03642,DOCONFGL_04035,PNJFOIHC_02460
ramA_2,ramA_2,Transcriptional regulator RamA,PGEOLOLO_01130,MKEIHBDH_01904,AEDCGGIJ_01303,FPEEIIMM_01358,DEGACDFD_01219,MHALECEH_03183,OGHMHICF_02545,JLBILKMH_03958,MCHNEBJF_03961,HOLFJHIJ_03326,ALMEEEHM_03568,BFKKNDMN_04357,BOEGCKIF_03212,AONLONOO_02537,KAONMONA_02841,JBBCKIFO_01783,PCAPKKMB_01332,PJHHOHPP_03335,EGDJDACD_04665,DOCONFGL_05145,PNJFOIHC_01331
hypA,hypA,Hydrogenase maturation factor HypA,PGEOLOLO_03813,MKEIHBDH_04409,AEDCGGIJ_04103,FPEEIIMM_03898,DEGACDFD_03894,MHALECEH_00708,OGHMHICF_00145,JLBILKMH_01122,MCHNEBJF_01122,HOLFJHIJ_00917,ALMEEEHM_00792,BFKKNDMN_01672,BOEGCKIF_00870,AONLONOO_04875,KAONMONA_00321,JBBCKIFO_04197,PCAPKKMB_03979,PJHHOHPP_00878,EGDJDACD_02065,DOCONFGL_02391,PNJFOIHC_04098
yejG,yejG,putative protein YejG,PGEOLOLO_03297,MKEIHBDH_04919,AEDCGGIJ_03502,FPEEIIMM_03463,DEGACDFD_03442,MHALECEH_00206,OGHMHICF_04717,JLBILKMH_01627,MCHNEBJF_01627,HOLFJHIJ_00428,ALMEEEHM_01301,BFKKNDMN_02192,BOEGCKIF_00345,AONLONOO_00388,KAONMONA_04926,JBBCKIFO_04640,PCAPKKMB_03503,PJHHOHPP_00276,EGDJDACD_02501,DOCONFGL_02954,PNJFOIHC_03567
ridA_3,ridA_3,2-iminobutanoate/2-iminopropanoate deaminase,PGEOLOLO_02937,MKEIHBDH_00127,AEDCGGIJ_03089,FPEEIIMM_03099,DEGACDFD_03015,MHALECEH_05755,OGHMHICF_04390,JLBILKMH_01949,MCHNEBJF_01949,HOLFJHIJ_00047,ALMEEEHM_01758,BFKKNDMN_02552,BOEGCKIF_05025,AONLONOO_00795,KAONMONA_04627,JBBCKIFO_05009,PCAPKKMB_03161,PJHHOHPP_05125,EGDJDACD_02837,DOCONFGL_03289,PNJFOIHC_03237
yeaR_1,yeaR_1,putative protein YeaR,PGEOLOLO_02924,MKEIHBDH_00140,AEDCGGIJ_03076,FPEEIIMM_03087,DEGACDFD_03002,MHALECEH_05742,OGHMHICF_04377,JLBILKMH_01961,MCHNEBJF_01961,HOLFJHIJ_00035,ALMEEEHM_01771,BFKKNDMN_02565,BOEGCKIF_05012,AONLONOO_00808,KAONMONA_04615,JBBCKIFO_05021,PCAPKKMB_03149,PJHHOHPP_05113,EGDJDACD_02849,DOCONFGL_03301,PNJFOIHC_03225
group_2479,,hypothetical protein,PGEOLOLO_01830,MKEIHBDH_01202,AEDCGGIJ_02019,FPEEIIMM_02067,DEGACDFD_01928,MHALECEH_03881,OGHMHICF_03219,JLBILKMH_03134,MCHNEBJF_03137,HOLFJHIJ_04021,ALMEEEHM_02870,BFKKNDMN_03662,BOEGCKIF_03914,AONLONOO_01842,KAONMONA_03548,JBBCKIFO_01080,PCAPKKMB_02023,PJHHOHPP_04050,EGDJDACD_03966,DOCONFGL_04448,PNJFOIHC_02035
yiaW,yiaW,Inner membrane protein YiaW,PGEOLOLO_01088,MKEIHBDH_01953,AEDCGGIJ_01260,FPEEIIMM_01310,DEGACDFD_01173,MHALECEH_03141,OGHMHICF_02504,JLBILKMH_04011,MCHNEBJF_04014,HOLFJHIJ_03279,ALMEEEHM_03610,BFKKNDMN_04399,BOEGCKIF_03170,AONLONOO_02581,KAONMONA_02790,JBBCKIFO_01826,PCAPKKMB_01285,PJHHOHPP_03291,EGDJDACD_04720,DOCONFGL_00002,PNJFOIHC_01278
erpA,erpA,Iron-sulfur cluster insertion protein ErpA,PGEOLOLO_00744,MKEIHBDH_02393,AEDCGGIJ_00825,FPEEIIMM_00893,DEGACDFD_00794,MHALECEH_02692,OGHMHICF_02146,JLBILKMH_04372,MCHNEBJF_04377,HOLFJHIJ_02851,ALMEEEHM_03957,BFKKNDMN_04743,BOEGCKIF_02823,AONLONOO_02927,KAONMONA_02352,JBBCKIFO_02199,PCAPKKMB_00921,PJHHOHPP_02856,EGDJDACD_00049,DOCONFGL_00359,PNJFOIHC_00919
ytfP,ytfP,Gamma-glutamylcyclotransferase family protein ytfP,PGEOLOLO_00350,MKEIHBDH_02828,AEDCGGIJ_00421,FPEEIIMM_00449,DEGACDFD_00346,MHALECEH_02288,OGHMHICF_01714,JLBILKMH_04789,MCHNEBJF_04794,HOLFJHIJ_02454,ALMEEEHM_04362,BFKKNDMN_00121,BOEGCKIF_02429,AONLONOO_03326,KAONMONA_01918,JBBCKIFO_02601,PCAPKKMB_00459,PJHHOHPP_02451,EGDJDACD_00481,DOCONFGL_00773,PNJFOIHC_00502
yidH,yidH,Inner membrane protein YidH,PGEOLOLO_04839,MKEIHBDH_03350,AEDCGGIJ_05089,FPEEIIMM_04930,DEGACDFD_04902,MHALECEH_01778,OGHMHICF_01180,JLBILKMH_00024,MCHNEBJF_00024,HOLFJHIJ_01938,ALMEEEHM_04891,BFKKNDMN_00643,BOEGCKIF_01908,AONLONOO_03853,KAONMONA_01390,JBBCKIFO_03121,PCAPKKMB_05038,PJHHOHPP_01862,EGDJDACD_01004,DOCONFGL_01297,PNJFOIHC_05236
ygaM,ygaM,putative protein YgaM,PGEOLOLO_03750,MKEIHBDH_04472,AEDCGGIJ_04038,FPEEIIMM_03834,DEGACDFD_03831,MHALECEH_00645,OGHMHICF_00081,JLBILKMH_01185,MCHNEBJF_01185,HOLFJHIJ_00853,ALMEEEHM_00856,BFKKNDMN_01735,BOEGCKIF_00807,AONLONOO_04938,KAONMONA_00258,JBBCKIFO_04260,PCAPKKMB_03915,PJHHOHPP_00813,EGDJDACD_02129,DOCONFGL_02454,PNJFOIHC_04035
rplS,rplS,Large ribosomal subunit protein bL19,PGEOLOLO_03697,MKEIHBDH_04520,AEDCGGIJ_03922,FPEEIIMM_03781,DEGACDFD_03757,MHALECEH_00533,OGHMHICF_00019,JLBILKMH_01256,MCHNEBJF_01256,HOLFJHIJ_00793,ALMEEEHM_00909,BFKKNDMN_01788,BOEGCKIF_00754,AONLONOO_04992,KAONMONA_00205,JBBCKIFO_04313,PCAPKKMB_03866,PJHHOHPP_00697,EGDJDACD_02183,DOCONFGL_02583,PNJFOIHC_03937
group_2461,,hypothetical protein,PGEOLOLO_02974,MKEIHBDH_00084,AEDCGGIJ_03131,FPEEIIMM_03138,DEGACDFD_03054,MHALECEH_05792,OGHMHICF_04428,JLBILKMH_01911,MCHNEBJF_01911,HOLFJHIJ_00085,ALMEEEHM_01720,BFKKNDMN_02514,BOEGCKIF_05065,AONLONOO_00755,KAONMONA_04669,JBBCKIFO_04972,PCAPKKMB_03199,PJHHOHPP_05167,EGDJDACD_02797,DOCONFGL_03251,PNJFOIHC_03275
grxD,grxD,Glutaredoxin 4,PGEOLOLO_02583,MKEIHBDH_00448,AEDCGGIJ_02750,FPEEIIMM_02783,DEGACDFD_02682,MHALECEH_04321,OGHMHICF_04051,JLBILKMH_02281,MCHNEBJF_02281,HOLFJHIJ_04873,ALMEEEHM_02605,BFKKNDMN_02906,BOEGCKIF_04670,AONLONOO_01088,KAONMONA_04304,JBBCKIFO_00311,PCAPKKMB_02826,PJHHOHPP_04786,EGDJDACD_03192,DOCONFGL_03594,PNJFOIHC_02900
sdhD,sdhD,Succinate dehydrogenase hydrophobic membrane anchor subunit,PGEOLOLO_01310,MKEIHBDH_01729,AEDCGGIJ_01485,FPEEIIMM_01543,DEGACDFD_01402,MHALECEH_03365,OGHMHICF_02727,JLBILKMH_03784,MCHNEBJF_03787,HOLFJHIJ_03519,ALMEEEHM_03389,BFKKNDMN_04178,BOEGCKIF_03394,AONLONOO_02358,KAONMONA_03019,JBBCKIFO_01602,PCAPKKMB_01511,PJHHOHPP_03517,EGDJDACD_04490,DOCONFGL_04971,PNJFOIHC_01507
group_2460,,hypothetical protein,PGEOLOLO_00457,MKEIHBDH_02709,AEDCGGIJ_00539,FPEEIIMM_00580,DEGACDFD_00506,MHALECEH_02398,OGHMHICF_01838,JLBILKMH_04678,MCHNEBJF_04683,HOLFJHIJ_02547,ALMEEEHM_04249,BFKKNDMN_00014,BOEGCKIF_02536,AONLONOO_03217,KAONMONA_02036,JBBCKIFO_02496,PCAPKKMB_00609,PJHHOHPP_02570,EGDJDACD_00352,DOCONFGL_00664,PNJFOIHC_00614
pduU,pduU,Bacterial microcompartment shell protein PduU,PGEOLOLO_03971,MKEIHBDH_04233,AEDCGGIJ_04248,FPEEIIMM_04058,DEGACDFD_04040,MHALECEH_00872,OGHMHICF_00305,JLBILKMH_00977,MCHNEBJF_00977,HOLFJHIJ_01063,ALMEEEHM_00632,BFKKNDMN_01514,BOEGCKIF_01029,AONLONOO_04718,KAONMONA_00497,JBBCKIFO_04033,PCAPKKMB_04135,PJHHOHPP_01023,EGDJDACD_01890,DOCONFGL_02244,PNJFOIHC_04243
pduH,pduH,Propanediol dehydratase-reactivating factor small subunit,PGEOLOLO_03960,MKEIHBDH_04244,AEDCGGIJ_04237,FPEEIIMM_04047,DEGACDFD_04029,MHALECEH_00861,OGHMHICF_00294,JLBILKMH_00988,MCHNEBJF_00988,HOLFJHIJ_01052,ALMEEEHM_00643,BFKKNDMN_01525,BOEGCKIF_01018,AONLONOO_04729,KAONMONA_00486,JBBCKIFO_04044,PCAPKKMB_04124,PJHHOHPP_01012,EGDJDACD_01901,DOCONFGL_02255,PNJFOIHC_04232
rplR,rplR,Large ribosomal subunit protein uL18,PGEOLOLO_04439,MKEIHBDH_03737,AEDCGGIJ_04707,FPEEIIMM_04526,DEGACDFD_04514,MHALECEH_01391,OGHMHICF_00800,JLBILKMH_00415,MCHNEBJF_00415,HOLFJHIJ_01547,ALMEEEHM_00162,BFKKNDMN_01044,BOEGCKIF_01504,AONLONOO_04257,KAONMONA_00999,JBBCKIFO_03515,PCAPKKMB_04645,PJHHOHPP_01480,EGDJDACD_01399,DOCONFGL_01687,PNJFOIHC_04803
group_2428,,hypothetical protein,PGEOLOLO_04236,MKEIHBDH_03967,AEDCGGIJ_04514,FPEEIIMM_04333,DEGACDFD_04298,MHALECEH_01183,OGHMHICF_00604,JLBILKMH_00645,MCHNEBJF_00645,HOLFJHIJ_01316,ALMEEEHM_00366,BFKKNDMN_01247,BOEGCKIF_01298,AONLONOO_04462,KAONMONA_00762,JBBCKIFO_03721,PCAPKKMB_04443,PJHHOHPP_01290,EGDJDACD_01618,DOCONFGL_01915,PNJFOIHC_04575
yffB,yffB,Protein YffB,PGEOLOLO_03487,MKEIHBDH_04647,AEDCGGIJ_03722,FPEEIIMM_03656,DEGACDFD_03632,MHALECEH_00407,OGHMHICF_04908,JLBILKMH_01437,MCHNEBJF_01437,HOLFJHIJ_00671,ALMEEEHM_01059,BFKKNDMN_02000,BOEGCKIF_00540,AONLONOO_00196,KAONMONA_00077,JBBCKIFO_04438,PCAPKKMB_03744,PJHHOHPP_00497,EGDJDACD_02310,DOCONFGL_02765,PNJFOIHC_03756
group_2427,,hypothetical protein,PGEOLOLO_03430,MKEIHBDH_04704,AEDCGGIJ_03665,FPEEIIMM_03599,DEGACDFD_03575,MHALECEH_00350,OGHMHICF_04851,JLBILKMH_01493,MCHNEBJF_01493,HOLFJHIJ_00615,ALMEEEHM_01115,BFKKNDMN_02056,BOEGCKIF_00482,AONLONOO_00252,KAONMONA_00021,JBBCKIFO_04495,PCAPKKMB_03689,PJHHOHPP_00439,EGDJDACD_02366,DOCONFGL_02821,PNJFOIHC_03700
ychN,ychN,Protein YchN,PGEOLOLO_02843,MKEIHBDH_00215,AEDCGGIJ_03001,FPEEIIMM_03014,DEGACDFD_02924,MHALECEH_04969,OGHMHICF_04314,JLBILKMH_02045,MCHNEBJF_02045,HOLFJHIJ_05111,ALMEEEHM_01852,BFKKNDMN_02648,BOEGCKIF_04932,AONLONOO_00889,KAONMONA_04538,JBBCKIFO_00048,PCAPKKMB_03063,PJHHOHPP_05037,EGDJDACD_02946,DOCONFGL_03360,PNJFOIHC_03139
iraM,iraM,Anti-adapter protein IraM,PGEOLOLO_00189,MKEIHBDH_02994,AEDCGGIJ_00247,FPEEIIMM_00287,DEGACDFD_00189,MHALECEH_02127,OGHMHICF_01541,JLBILKMH_04950,MCHNEBJF_04955,HOLFJHIJ_02290,ALMEEEHM_04525,BFKKNDMN_00282,BOEGCKIF_02267,AONLONOO_03490,KAONMONA_01751,JBBCKIFO_02766,PCAPKKMB_00295,PJHHOHPP_02276,EGDJDACD_00644,DOCONFGL_00934,PNJFOIHC_00341
rpsM,rpsM,Small ribosomal subunit protein uS13,PGEOLOLO_04434,MKEIHBDH_03742,AEDCGGIJ_04703,FPEEIIMM_04521,DEGACDFD_04509,MHALECEH_01386,OGHMHICF_00795,JLBILKMH_00420,MCHNEBJF_00420,HOLFJHIJ_01542,ALMEEEHM_00167,BFKKNDMN_01049,BOEGCKIF_01499,AONLONOO_04262,KAONMONA_00994,JBBCKIFO_03520,PCAPKKMB_04640,PJHHOHPP_01476,EGDJDACD_01405,DOCONFGL_01692,PNJFOIHC_04798
rplT,rplT,Large ribosomal subunit protein bL20,PGEOLOLO_02793,MKEIHBDH_00263,AEDCGGIJ_02953,FPEEIIMM_02966,DEGACDFD_02876,MHALECEH_04920,OGHMHICF_04265,JLBILKMH_02093,MCHNEBJF_02093,HOLFJHIJ_05062,ALMEEEHM_01901,BFKKNDMN_02697,BOEGCKIF_04882,AONLONOO_00937,KAONMONA_04489,JBBCKIFO_00096,PCAPKKMB_03015,PJHHOHPP_04989,EGDJDACD_02995,DOCONFGL_03407,PNJFOIHC_03089
group_2417,,hypothetical protein,PGEOLOLO_02121,MKEIHBDH_00905,AEDCGGIJ_02304,FPEEIIMM_02339,DEGACDFD_02231,MHALECEH_04233,OGHMHICF_03588,JLBILKMH_02750,MCHNEBJF_02752,HOLFJHIJ_04419,ALMEEEHM_02143,BFKKNDMN_03371,BOEGCKIF_04208,AONLONOO_01552,KAONMONA_03843,JBBCKIFO_00783,PCAPKKMB_02380,PJHHOHPP_04340,EGDJDACD_03674,DOCONFGL_04067,PNJFOIHC_02425
hinT,hinT,Purine nucleoside phosphoramidase,PGEOLOLO_01692,MKEIHBDH_01301,AEDCGGIJ_01930,FPEEIIMM_01923,DEGACDFD_01779,MHALECEH_03744,OGHMHICF_03130,JLBILKMH_03325,MCHNEBJF_03328,HOLFJHIJ_03882,ALMEEEHM_03007,BFKKNDMN_03799,BOEGCKIF_03777,AONLONOO_01979,KAONMONA_03449,JBBCKIFO_01221,PCAPKKMB_01875,PJHHOHPP_03961,EGDJDACD_04110,DOCONFGL_04570,PNJFOIHC_01895
yjbR,yjbR,putative protein YjbR,PGEOLOLO_00181,MKEIHBDH_03002,AEDCGGIJ_00239,FPEEIIMM_00278,DEGACDFD_00181,MHALECEH_02118,OGHMHICF_01533,JLBILKMH_04958,MCHNEBJF_04963,HOLFJHIJ_02281,ALMEEEHM_04533,BFKKNDMN_00290,BOEGCKIF_02259,AONLONOO_03499,KAONMONA_01743,JBBCKIFO_02775,PCAPKKMB_00287,PJHHOHPP_02268,EGDJDACD_00652,DOCONFGL_00942,PNJFOIHC_00333
yijD,yijD,Inner membrane protein YijD,PGEOLOLO_05005,MKEIHBDH_03189,AEDCGGIJ_05253,FPEEIIMM_00086,DEGACDFD_05061,MHALECEH_01934,OGHMHICF_01347,JLBILKMH_05151,MCHNEBJF_05156,HOLFJHIJ_02090,ALMEEEHM_04719,BFKKNDMN_00475,BOEGCKIF_02074,AONLONOO_03683,KAONMONA_01552,JBBCKIFO_02965,PCAPKKMB_00095,PJHHOHPP_02026,EGDJDACD_00840,DOCONFGL_01135,PNJFOIHC_00141
tusC,tusC,Protein TusC,PGEOLOLO_04465,MKEIHBDH_03711,AEDCGGIJ_04733,FPEEIIMM_04552,DEGACDFD_04540,MHALECEH_01417,OGHMHICF_00826,JLBILKMH_00389,MCHNEBJF_00389,HOLFJHIJ_01573,ALMEEEHM_00136,BFKKNDMN_01018,BOEGCKIF_01531,AONLONOO_04231,KAONMONA_01025,JBBCKIFO_03489,PCAPKKMB_04671,PJHHOHPP_01506,EGDJDACD_01373,DOCONFGL_01661,PNJFOIHC_04829
group_2401,,hypothetical protein,PGEOLOLO_03791,MKEIHBDH_04431,AEDCGGIJ_04081,FPEEIIMM_03876,DEGACDFD_03872,MHALECEH_00686,OGHMHICF_00123,JLBILKMH_01144,MCHNEBJF_01144,HOLFJHIJ_00895,ALMEEEHM_00815,BFKKNDMN_01694,BOEGCKIF_00848,AONLONOO_04897,KAONMONA_00299,JBBCKIFO_04219,PCAPKKMB_03956,PJHHOHPP_00856,EGDJDACD_02088,DOCONFGL_02413,PNJFOIHC_04076
yfgD,yfgD,putative protein YfgD,PGEOLOLO_03500,MKEIHBDH_04634,AEDCGGIJ_03735,FPEEIIMM_03669,DEGACDFD_03645,MHALECEH_00420,OGHMHICF_04921,JLBILKMH_01424,MCHNEBJF_01424,HOLFJHIJ_00684,ALMEEEHM_01046,BFKKNDMN_01987,BOEGCKIF_00553,AONLONOO_00183,KAONMONA_00090,JBBCKIFO_04424,PCAPKKMB_03757,PJHHOHPP_00510,EGDJDACD_02297,DOCONFGL_02752,PNJFOIHC_03769
nuoA,nuoA,NADH-quinone oxidoreductase subunit A,PGEOLOLO_03362,MKEIHBDH_04854,AEDCGGIJ_03566,FPEEIIMM_03529,DEGACDFD_03506,MHALECEH_00280,OGHMHICF_04781,JLBILKMH_01563,MCHNEBJF_01563,HOLFJHIJ_00492,ALMEEEHM_01235,BFKKNDMN_02126,BOEGCKIF_00413,AONLONOO_00321,KAONMONA_04990,JBBCKIFO_04565,PCAPKKMB_03568,PJHHOHPP_00340,EGDJDACD_02436,DOCONFGL_02890,PNJFOIHC_03631
mliC,mliC,Membrane-bound lysozyme inhibitor of C-type lysozyme,PGEOLOLO_02568,MKEIHBDH_00463,AEDCGGIJ_02735,FPEEIIMM_02768,DEGACDFD_02667,MHALECEH_04336,OGHMHICF_04036,JLBILKMH_02296,MCHNEBJF_02296,HOLFJHIJ_04858,ALMEEEHM_02590,BFKKNDMN_02921,BOEGCKIF_04655,AONLONOO_01103,KAONMONA_04289,JBBCKIFO_00327,PCAPKKMB_02811,PJHHOHPP_04771,EGDJDACD_03207,DOCONFGL_03609,PNJFOIHC_02885
pspC,pspC,Phage shock protein C,PGEOLOLO_01938,MKEIHBDH_01084,AEDCGGIJ_02117,FPEEIIMM_02169,DEGACDFD_02036,MHALECEH_03993,OGHMHICF_03395,JLBILKMH_02982,MCHNEBJF_02985,HOLFJHIJ_04190,ALMEEEHM_02756,BFKKNDMN_03554,BOEGCKIF_04023,AONLONOO_01735,KAONMONA_03665,JBBCKIFO_00971,PCAPKKMB_02194,PJHHOHPP_04149,EGDJDACD_03855,DOCONFGL_04302,PNJFOIHC_02189
group_2400,,hypothetical protein,PGEOLOLO_00703,MKEIHBDH_02435,AEDCGGIJ_00784,FPEEIIMM_00852,DEGACDFD_00750,MHALECEH_02651,OGHMHICF_02104,JLBILKMH_04414,MCHNEBJF_04419,HOLFJHIJ_02809,ALMEEEHM_03999,BFKKNDMN_04784,BOEGCKIF_02782,AONLONOO_02968,KAONMONA_02311,JBBCKIFO_02241,PCAPKKMB_00879,PJHHOHPP_02815,EGDJDACD_00090,DOCONFGL_00401,PNJFOIHC_00877
frdD,frdD,Fumarate reductase subunit D,PGEOLOLO_00283,MKEIHBDH_02897,AEDCGGIJ_00345,FPEEIIMM_00381,DEGACDFD_00282,MHALECEH_02221,OGHMHICF_01636,JLBILKMH_04853,MCHNEBJF_04858,HOLFJHIJ_02385,ALMEEEHM_04430,BFKKNDMN_00188,BOEGCKIF_02362,AONLONOO_03394,KAONMONA_01850,JBBCKIFO_02670,PCAPKKMB_00394,PJHHOHPP_02374,EGDJDACD_00547,DOCONFGL_00837,PNJFOIHC_00438
yidG,yidG,Inner membrane protein YidG,PGEOLOLO_04838,MKEIHBDH_03351,AEDCGGIJ_05088,FPEEIIMM_04929,DEGACDFD_04901,MHALECEH_01777,OGHMHICF_01179,JLBILKMH_00025,MCHNEBJF_00025,HOLFJHIJ_01937,ALMEEEHM_04892,BFKKNDMN_00644,BOEGCKIF_01907,AONLONOO_03854,KAONMONA_01389,JBBCKIFO_03122,PCAPKKMB_05037,PJHHOHPP_01861,EGDJDACD_01005,DOCONFGL_01298,PNJFOIHC_05235
yibL,yibL,putative protein YibL,PGEOLOLO_04697,MKEIHBDH_03493,AEDCGGIJ_04948,FPEEIIMM_04776,DEGACDFD_04757,MHALECEH_01635,OGHMHICF_01035,JLBILKMH_00167,MCHNEBJF_00167,HOLFJHIJ_01793,ALMEEEHM_05036,BFKKNDMN_00784,BOEGCKIF_01766,AONLONOO_03996,KAONMONA_01245,JBBCKIFO_03267,PCAPKKMB_04890,PJHHOHPP_01722,EGDJDACD_01151,DOCONFGL_01439,PNJFOIHC_05049
srlB_2,srlB_2,PTS system glucitol/sorbitol-specific EIIA component,PGEOLOLO_03789,MKEIHBDH_04433,AEDCGGIJ_04079,FPEEIIMM_03874,DEGACDFD_03870,MHALECEH_00684,OGHMHICF_00121,JLBILKMH_01146,MCHNEBJF_01146,HOLFJHIJ_00893,ALMEEEHM_00817,BFKKNDMN_01696,BOEGCKIF_00846,AONLONOO_04899,KAONMONA_00297,JBBCKIFO_04221,PCAPKKMB_03954,PJHHOHPP_00854,EGDJDACD_02090,DOCONFGL_02415,PNJFOIHC_04074
group_2387,,hypothetical protein,PGEOLOLO_03749,MKEIHBDH_04473,AEDCGGIJ_04037,FPEEIIMM_03833,DEGACDFD_03830,MHALECEH_00644,OGHMHICF_00080,JLBILKMH_01186,MCHNEBJF_01186,HOLFJHIJ_00852,ALMEEEHM_00857,BFKKNDMN_01736,BOEGCKIF_00806,AONLONOO_04939,KAONMONA_00257,JBBCKIFO_04261,PCAPKKMB_03914,PJHHOHPP_00812,EGDJDACD_02130,DOCONFGL_02455,PNJFOIHC_04034
folX,folX,Dihydroneopterin triphosphate 2'-epimerase,PGEOLOLO_03376,MKEIHBDH_04840,AEDCGGIJ_03580,FPEEIIMM_03543,DEGACDFD_03520,MHALECEH_00294,OGHMHICF_04795,JLBILKMH_01549,MCHNEBJF_01549,HOLFJHIJ_00506,ALMEEEHM_01221,BFKKNDMN_02112,BOEGCKIF_00427,AONLONOO_00307,KAONMONA_05004,JBBCKIFO_04551,PCAPKKMB_03582,PJHHOHPP_00354,EGDJDACD_02422,DOCONFGL_02876,PNJFOIHC_03645
group_2386,,hypothetical protein,PGEOLOLO_02546,MKEIHBDH_00485,AEDCGGIJ_02713,FPEEIIMM_02746,DEGACDFD_02645,MHALECEH_04357,OGHMHICF_04014,JLBILKMH_02318,MCHNEBJF_02318,HOLFJHIJ_04836,ALMEEEHM_02568,BFKKNDMN_02943,BOEGCKIF_04633,AONLONOO_01125,KAONMONA_04267,JBBCKIFO_00348,PCAPKKMB_02790,PJHHOHPP_04749,EGDJDACD_03229,DOCONFGL_03631,PNJFOIHC_02863
mdtJ,mdtJ,Spermidine export protein MdtJ,PGEOLOLO_02134,MKEIHBDH_00892,AEDCGGIJ_02318,FPEEIIMM_02352,DEGACDFD_02244,MHALECEH_04246,OGHMHICF_03601,JLBILKMH_02737,MCHNEBJF_02739,HOLFJHIJ_04432,ALMEEEHM_02156,BFKKNDMN_03358,BOEGCKIF_04221,AONLONOO_01539,KAONMONA_03857,JBBCKIFO_00770,PCAPKKMB_02394,PJHHOHPP_04354,EGDJDACD_03660,DOCONFGL_04054,PNJFOIHC_02438
